TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,FLAIR_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE,ID
float[],frame pixel coords,NM NM NPL,pixel,NM,N,N,N,1,3,1,5,NM,{'blender.srcml.xml_identifiers'},1156,3148
float[],frame pixel coords,NM NM NPL,coords,N,N,NPL,NPL,2,3,2,5,NPL,{'blender.srcml.xml_identifiers'},1156,3149
boolean,from Server,P N,from,NM,P,P,P,0,2,0,5,P,{'Telegram.srcml.xml_identifiers'},1157,3150
boolean,from Server,P N,Server,N,N,N,N,1,2,2,5,N,{'Telegram.srcml.xml_identifiers'},1157,3151
gchar,full path,NM N,full,NM,NM,NM,NM,0,2,0,5,NM,{'gimp.srcml.xml_identifiers'},1158,3152
gchar,full path,NM N,path,N,N,N,N,1,2,2,5,N,{'gimp.srcml.xml_identifiers'},1158,3153
InputArray,Func,N,Func,N,N,N,N,0,1,0,5,N,{'opencv.srcml.xml_identifiers'},1159,3154
Real,gauss Lobatto Eps,NM NM N,gauss,NM,N,N,N,0,3,0,5,NM,{'QuantLib.srcml.xml_identifiers'},1160,3155
Real,gauss Lobatto Eps,NM NM N,Lobatto,NM,N,N,N,1,3,1,5,NM,{'QuantLib.srcml.xml_identifiers'},1160,3156
Real,gauss Lobatto Eps,NM NM N,Eps,N,N,N,N,2,3,2,5,N,{'QuantLib.srcml.xml_identifiers'},1160,3157
Method,get Protocol Method,NM NM N,get,NM,N,V,V,0,3,0,5,NM,{'okhttp.srcml.xml_identifiers'},1161,3158
Method,get Protocol Method,NM NM N,Protocol,NM,N,N,N,1,3,1,5,NM,{'okhttp.srcml.xml_identifiers'},1161,3159
Method,get Protocol Method,NM NM N,Method,N,N,N,N,2,3,2,5,N,{'okhttp.srcml.xml_identifiers'},1161,3160
String,group Role Attribute,NM NM N,group,NM,N,N,N,0,3,0,5,NM,{'jenkins.srcml.xml_identifiers'},1162,3161
String,group Role Attribute,NM NM N,Role,NM,N,N,N,1,3,1,5,NM,{'jenkins.srcml.xml_identifiers'},1162,3162
String,group Role Attribute,NM NM N,Attribute,N,N,N,N,2,3,2,5,N,{'jenkins.srcml.xml_identifiers'},1162,3163
string,grouping,N,grouping,N,N,VBG,N,0,1,0,5,N,{'grpc.srcml.xml_identifiers'},1163,3164
QPointF,handle Pos,NM N,handle,NM,N,V,V,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1164,3165
QPointF,handle Pos,NM N,Pos,N,N,N,N,1,2,2,5,N,{'calligra.srcml.xml_identifiers'},1164,3166
FastVectorHighlighter,highlighter,N,highlighter,N,N,N,N,0,1,0,5,N,{'elasticsearch.srcml.xml_identifiers'},1165,3167
HtmlFile,html File,NM N,html,NM,N,N,N,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1166,3168
HtmlFile,html File,NM N,File,N,N,N,N,1,2,2,5,N,{'calligra.srcml.xml_identifiers'},1166,3169
int,http2 Error Code,NM NM N,http2,NM,N,N,D,0,3,0,5,NM,{'okhttp.srcml.xml_identifiers'},1167,3170
int,http2 Error Code,NM NM N,Error,NM,N,N,N,1,3,1,5,NM,{'okhttp.srcml.xml_identifiers'},1167,3171
int,http2 Error Code,NM NM N,Code,NM,N,N,N,2,3,2,5,N,{'okhttp.srcml.xml_identifiers'},1167,3172
IllegalArgumentException,i ar e,NM NM N,i,NM,NM,N,PR,0,3,0,5,NM,{'junit4.srcml.xml_identifiers'},1168,3173
IllegalArgumentException,i ar e,NM NM N,ar,NM,N,N,VBP,1,3,1,5,NM,{'junit4.srcml.xml_identifiers'},1168,3174
IllegalArgumentException,i ar e,NM NM N,e,N,N,N,N,2,3,2,5,N,{'junit4.srcml.xml_identifiers'},1168,3175
SILDeclRef,i var Initializer,NM NM N,i,NM,NM,N,PR,0,3,0,5,NM,{'swift.srcml.xml_identifiers'},1169,3176
SILDeclRef,i var Initializer,NM NM N,var,NM,N,N,VBP,1,3,1,5,NM,{'swift.srcml.xml_identifiers'},1169,3177
SILDeclRef,i var Initializer,NM NM N,Initializer,N,N,N,N,2,3,2,5,N,{'swift.srcml.xml_identifiers'},1169,3178
long,id A,NM N,id,NM,FAILURE,N,V,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1170,3179
long,id A,NM N,A,N,FAILURE,N,DT,1,2,2,5,N,{'jenkins.srcml.xml_identifiers'},1170,3180
Grammar,import G,NM N,import,NM,N,N,N,0,2,0,5,NM,{'antlr4.srcml.xml_identifiers'},1171,3181
Grammar,import G,NM N,G,N,N,N,N,1,2,2,5,N,{'antlr4.srcml.xml_identifiers'},1171,3182
wchart,in,N,in,N,FAILURE,P,P,0,1,0,5,N,{'bullet3.srcml.xml_identifiers'},1172,3183
float,in buffer,NM N,in,NM,P,P,P,0,2,0,5,NM,{'openFrameworks.srcml.xml_identifiers'},1173,3184
float,in buffer,NM N,buffer,N,N,N,N,1,2,2,5,N,{'openFrameworks.srcml.xml_identifiers'},1173,3185
boolean,inbound,NM,inbound,N,NM,NM,VM,0,1,0,5,NM,{'okhttp.srcml.xml_identifiers'},1174,3186
int,index Tensor,NM N,index,NM,N,N,N,0,2,0,5,NM,{'opencv.srcml.xml_identifiers'},1175,3187
int,index Tensor,NM N,Tensor,N,N,N,N,1,2,2,5,N,{'opencv.srcml.xml_identifiers'},1175,3188
Radian,inner Angle,NM N,inner,NM,NM,NM,NM,0,2,0,5,NM,{'ogre.srcml.xml_identifiers'},1176,3189
Radian,inner Angle,NM N,Angle,N,N,N,N,1,2,2,5,N,{'ogre.srcml.xml_identifiers'},1176,3190
QString,institution,N,institution,N,N,N,N,0,1,0,5,N,{'calligra.srcml.xml_identifiers'},1177,3191
string,int Hex String,NM NM N,int,NM,N,N,DT,0,3,0,5,NM,{'openFrameworks.srcml.xml_identifiers'},1178,3192
string,int Hex String,NM NM N,Hex,NM,NM,N,N,1,3,1,5,NM,{'openFrameworks.srcml.xml_identifiers'},1178,3193
string,int Hex String,NM NM N,String,N,N,N,N,2,3,2,5,N,{'openFrameworks.srcml.xml_identifiers'},1178,3194
OutputStream,ios,N,ios,N,N,N,N,0,1,0,5,N,{'jenkins.srcml.xml_identifiers'},1179,3195
bool,is Friend,V N,is,NM,V,VBZ,VBZ,0,2,0,5,V,{'kdevelop.srcml.xml_identifiers'},1180,3196
bool,is Friend,V N,Friend,N,N,N,N,1,2,2,5,N,{'kdevelop.srcml.xml_identifiers'},1180,3197
IsVariadic,is V,V NM,is,NM,N,VBZ,VBZ,0,2,0,5,V,{'swift.srcml.xml_identifiers'},1181,3198
IsVariadic,is V,V NM,V,N,N,CJ,N,1,2,2,5,NM,{'swift.srcml.xml_identifiers'},1181,3199
bool,is Vaild,V NM,is,NM,V,VBZ,VBZ,0,2,0,5,V,{'ogre.srcml.xml_identifiers'},1182,3200
bool,is Vaild,V NM,Vaild,N,N,VBN,NM,1,2,2,5,NM,{'ogre.srcml.xml_identifiers'},1182,3201
QString,key,N,key,N,N,NM,NM,0,1,0,5,N,{'kdevelop.srcml.xml_identifiers'},1183,3202
KeyFrame,key Frame 2,NM N D,key,NM,NM,NM,NM,0,3,0,5,NM,{'ogre.srcml.xml_identifiers'},1184,3203
KeyFrame,key Frame 2,NM N D,Frame,NM,N,N,N,1,3,1,5,N,{'ogre.srcml.xml_identifiers'},1184,3204
KeyFrame,key Frame 2,NM N D,2,N,N,D,D,2,3,2,5,D,{'ogre.srcml.xml_identifiers'},1184,3205
ListBase,l b layer,NM NM N,l,NM,NM,N,N,0,3,0,5,NM,{'blender.srcml.xml_identifiers'},1185,3206
ListBase,l b layer,NM NM N,b,NM,N,N,N,1,3,1,5,NM,{'blender.srcml.xml_identifiers'},1185,3207
ListBase,l b layer,NM NM N,layer,N,N,N,N,2,3,2,5,N,{'blender.srcml.xml_identifiers'},1185,3208
int,label Op,NM N,label,NM,N,N,N,0,2,0,5,NM,{'antlr4.srcml.xml_identifiers'},1186,3209
int,label Op,NM N,Op,N,N,N,N,1,2,2,5,N,{'antlr4.srcml.xml_identifiers'},1186,3210
LabelElementPair,label Pair,NM N,label,NM,N,N,N,0,2,0,5,NM,{'antlr4.srcml.xml_identifiers'},1187,3211
LabelElementPair,label Pair,NM N,Pair,N,N,N,N,1,2,2,5,N,{'antlr4.srcml.xml_identifiers'},1187,3212
int[],labels,NPL,labels,N,N,NPL,NPL,0,1,0,5,NPL,{'opencv.srcml.xml_identifiers'},1188,3213
String,labels File,NM N,labels,NM,N,NPL,NPL,0,2,0,5,NM,{'corenlp.srcml.xml_identifiers'},1189,3214
String,labels File,NM N,File,N,N,VBP,VBP,1,2,2,5,N,{'corenlp.srcml.xml_identifiers'},1189,3215
double[],learned Lop Expert Weights 2 D,NM NM NM NPL D N,learned,NM,NM,VBD,VBD,0,6,0,5,NM,{'corenlp.srcml.xml_identifiers'},1190,3216
double[],learned Lop Expert Weights 2 D,NM NM NM NPL D N,Lop,NM,N,N,N,1,6,1,5,NM,{'corenlp.srcml.xml_identifiers'},1190,3217
double[],learned Lop Expert Weights 2 D,NM NM NM NPL D N,Expert,NM,NM,N,N,2,6,1,5,NM,{'corenlp.srcml.xml_identifiers'},1190,3218
double[],learned Lop Expert Weights 2 D,NM NM NM NPL D N,Weights,NM,N,NPL,NPL,3,6,1,5,NPL,{'corenlp.srcml.xml_identifiers'},1190,3219
double[],learned Lop Expert Weights 2 D,NM NM NM NPL D N,2,NM,NM,D,D,4,6,1,5,D,{'corenlp.srcml.xml_identifiers'},1190,3220
double[],learned Lop Expert Weights 2 D,NM NM NM NPL D N,D,N,N,N,N,5,6,2,5,N,{'corenlp.srcml.xml_identifiers'},1190,3221
int,led Color,NM N,led,NM,N,VBD,VBN,0,2,0,5,NM,{'Telegram.srcml.xml_identifiers'},1191,3222
int,led Color,NM N,Color,N,N,N,N,1,2,2,5,N,{'Telegram.srcml.xml_identifiers'},1191,3223
int,len r,NM N,len,NM,N,N,N,0,2,0,5,NM,{'bullet3.srcml.xml_identifiers'},1192,3224
int,len r,NM N,r,N,N,N,N,1,2,2,5,N,{'bullet3.srcml.xml_identifiers'},1192,3225
vector3df,light Dim,NM N,light,NM,N,NM,NM,0,2,0,5,NM,{'irrlicht.srcml.xml_identifiers'},1193,3226
vector3df,light Dim,NM N,Dim,N,NM,N,N,1,2,2,5,N,{'irrlicht.srcml.xml_identifiers'},1193,3227
int,line index mask len,NM NM NM N,line,NM,N,N,N,0,4,0,5,NM,{'blender.srcml.xml_identifiers'},1194,3228
int,line index mask len,NM NM NM N,index,NM,N,N,N,1,4,1,5,NM,{'blender.srcml.xml_identifiers'},1194,3229
int,line index mask len,NM NM NM N,mask,NM,N,N,N,2,4,1,5,NM,{'blender.srcml.xml_identifiers'},1194,3230
int,line index mask len,NM NM NM N,len,N,N,N,N,3,4,2,5,N,{'blender.srcml.xml_identifiers'},1194,3231
ResultBucket,literal Bucket,NM N,literal,NM,NM,NM,NM,0,2,0,5,NM,{'swift.srcml.xml_identifiers'},1195,3232
ResultBucket,literal Bucket,NM N,Bucket,N,N,N,N,1,2,2,5,N,{'swift.srcml.xml_identifiers'},1195,3233
bool,locking,V,locking,N,N,VBG,VBG,0,1,0,5,V,{'grpc.srcml.xml_identifiers'},1196,3234
String,lp Binary Path Name,PRE NM NM N,lp,NM,N,N,N,0,4,0,5,PRE,{'jenkins.srcml.xml_identifiers'},1197,3235
String,lp Binary Path Name,PRE NM NM N,Binary,NM,NM,NM,NM,1,4,1,5,NM,{'jenkins.srcml.xml_identifiers'},1197,3236
String,lp Binary Path Name,PRE NM NM N,Path,NM,N,N,N,2,4,1,5,NM,{'jenkins.srcml.xml_identifiers'},1197,3237
String,lp Binary Path Name,PRE NM NM N,Name,N,N,N,N,3,4,2,5,N,{'jenkins.srcml.xml_identifiers'},1197,3238
guchar,mapped color,NM N,mapped,NM,N,VBN,VBN,0,2,0,5,NM,{'gimp.srcml.xml_identifiers'},1198,3239
guchar,mapped color,NM N,color,N,N,N,N,1,2,2,5,N,{'gimp.srcml.xml_identifiers'},1198,3240
int,max Intermediate Cas,NM NM NPL,max,NM,N,N,N,0,3,0,5,NM,{'okhttp.srcml.xml_identifiers'},1199,3241
int,max Intermediate Cas,NM NM NPL,Intermediate,NM,NM,NM,NM,1,3,1,5,NM,{'okhttp.srcml.xml_identifiers'},1199,3242
int,max Intermediate Cas,NM NM NPL,Cas,N,N,N,N,2,3,2,5,NPL,{'okhttp.srcml.xml_identifiers'},1199,3243
int,max Requests Per Host,NM NPL P N,max,NM,N,N,N,0,4,0,5,NM,{'okhttp.srcml.xml_identifiers'},1200,3244
int,max Requests Per Host,NM NPL P N,Requests,NM,N,NPL,NPL,1,4,1,5,NPL,{'okhttp.srcml.xml_identifiers'},1200,3245
int,max Requests Per Host,NM NPL P N,Per,NM,N,P,P,2,4,1,5,P,{'okhttp.srcml.xml_identifiers'},1200,3246
int,max Requests Per Host,NM NPL P N,Host,N,N,N,N,3,4,2,5,N,{'okhttp.srcml.xml_identifiers'},1200,3247
double,max scale f,NM NM N,max,NM,N,N,N,0,3,0,5,NM,{'opencv.srcml.xml_identifiers'},1201,3248
double,max scale f,NM NM N,scale,NM,N,N,N,1,3,1,5,NM,{'opencv.srcml.xml_identifiers'},1201,3249
double,max scale f,NM NM N,f,N,N,N,N,2,3,2,5,N,{'opencv.srcml.xml_identifiers'},1201,3250
int,media Chunk Index,NM NM N,media,NM,N,NPL,N,0,3,0,5,NM,{'Telegram.srcml.xml_identifiers'},1202,3251
int,media Chunk Index,NM NM N,Chunk,NM,N,N,N,1,3,1,5,NM,{'Telegram.srcml.xml_identifiers'},1202,3252
int,media Chunk Index,NM NM N,Index,N,N,N,N,2,3,2,5,N,{'Telegram.srcml.xml_identifiers'},1202,3253
String[],method Name Prefixes,NM NM NPL,method,NM,N,N,N,0,3,0,5,NM,{'junit4.srcml.xml_identifiers'},1203,3254
String[],method Name Prefixes,NM NM NPL,Name,NM,N,N,N,1,3,1,5,NM,{'junit4.srcml.xml_identifiers'},1203,3255
String[],method Name Prefixes,NM NM NPL,Prefixes,N,N,NPL,NPL,2,3,2,5,NPL,{'junit4.srcml.xml_identifiers'},1203,3256
double,Min Error,NM N,Min,NM,N,N,N,0,2,0,5,NM,{'opencv.srcml.xml_identifiers'},1204,3257
double,Min Error,NM N,Error,N,N,N,N,1,2,2,5,N,{'opencv.srcml.xml_identifiers'},1204,3258
int,min Fresh,NM N,min,NM,N,N,N,0,2,0,5,NM,{'okhttp.srcml.xml_identifiers'},1205,3259
int,min Fresh,NM N,Fresh,N,NM,NM,NM,1,2,2,5,N,{'okhttp.srcml.xml_identifiers'},1205,3260
int,min Fresh Seconds,NM NM NPL,min,NM,N,N,N,0,3,0,5,NM,{'okhttp.srcml.xml_identifiers'},1206,3261
int,min Fresh Seconds,NM NM NPL,Fresh,NM,NM,NM,NM,1,3,1,5,NM,{'okhttp.srcml.xml_identifiers'},1206,3262
int,min Fresh Seconds,NM NM NPL,Seconds,N,N,NPL,NPL,2,3,2,5,NPL,{'okhttp.srcml.xml_identifiers'},1206,3263
vector,mkt Factors,NM NPL,mkt,NM,N,N,N,0,2,0,5,NM,{'QuantLib.srcml.xml_identifiers'},1207,3264
vector,mkt Factors,NM NPL,Factors,N,N,NPL,NPL,1,2,2,5,NPL,{'QuantLib.srcml.xml_identifiers'},1207,3265
MockCreationSettings,mock Creation Settings,NM NM NPL,mock,NM,NM,NM,N,0,3,0,5,NM,{'mockito.srcml.xml_identifiers'},1208,3266
MockCreationSettings,mock Creation Settings,NM NM NPL,Creation,NM,N,N,N,1,3,1,5,NM,{'mockito.srcml.xml_identifiers'},1208,3267
MockCreationSettings,mock Creation Settings,NM NM NPL,Settings,N,N,NPL,NPL,2,3,2,5,NPL,{'mockito.srcml.xml_identifiers'},1208,3268
gint32,n layers,NM NPL,n,NM,N,N,N,0,2,0,5,NM,{'gimp.srcml.xml_identifiers'},1209,3269
gint32,n layers,NM NPL,layers,N,N,NPL,NPL,1,2,2,5,NPL,{'gimp.srcml.xml_identifiers'},1209,3270
float,n Shininess,NM N,n,NM,N,N,PR,0,2,0,5,NM,{'openFrameworks.srcml.xml_identifiers'},1210,3271
float,n Shininess,NM N,Shininess,N,N,N,N,1,2,2,5,N,{'openFrameworks.srcml.xml_identifiers'},1210,3272
vector3d,n vector,NM N,n,NM,N,N,N,0,2,0,5,NM,{'irrlicht.srcml.xml_identifiers'},1211,3273
vector3d,n vector,NM N,vector,N,N,N,N,1,2,2,5,N,{'irrlicht.srcml.xml_identifiers'},1211,3274
List,named Writeables,NM NPL,named,NM,N,VBN,VBN,0,2,0,5,NM,{'elasticsearch.srcml.xml_identifiers'},1212,3275
List,named Writeables,NM NPL,Writeables,N,N,NPL,NPL,1,2,2,5,NPL,{'elasticsearch.srcml.xml_identifiers'},1212,3276
MappedFieldType,new Field Type,NM NM N,new,NM,NM,NM,NM,0,3,0,5,NM,{'elasticsearch.srcml.xml_identifiers'},1213,3277
MappedFieldType,new Field Type,NM NM N,Field,NM,N,N,N,1,3,1,5,NM,{'elasticsearch.srcml.xml_identifiers'},1213,3278
MappedFieldType,new Field Type,NM NM N,Type,N,N,N,N,2,3,2,5,N,{'elasticsearch.srcml.xml_identifiers'},1213,3279
List,new Files,NM NPL,new,NM,NM,NM,NM,0,2,0,5,NM,{'corenlp.srcml.xml_identifiers'},1214,3280
List,new Files,NM NPL,Files,N,N,NPL,NPL,1,2,2,5,NPL,{'corenlp.srcml.xml_identifiers'},1214,3281
VerificationMode,new Verification Mode,NM NM N,new,NM,NM,NM,NM,0,3,0,5,NM,{'mockito.srcml.xml_identifiers'},1215,3282
VerificationMode,new Verification Mode,NM NM N,Verification,NM,N,N,N,1,3,1,5,NM,{'mockito.srcml.xml_identifiers'},1215,3283
VerificationMode,new Verification Mode,NM NM N,Mode,N,N,N,N,2,3,2,5,N,{'mockito.srcml.xml_identifiers'},1215,3284
char,next func,NM N,next,DT,NM,NM,NM,0,2,0,5,NM,{'blender.srcml.xml_identifiers'},1216,3285
char,next func,NM N,func,N,N,N,N,1,2,2,5,N,{'blender.srcml.xml_identifiers'},1216,3286
string,next Line,NM N,next,DT,NM,NM,NM,0,2,0,5,NM,{'kdevelop.srcml.xml_identifiers'},1217,3287
string,next Line,NM N,Line,N,N,N,N,1,2,2,5,N,{'kdevelop.srcml.xml_identifiers'},1217,3288
Class,nullable Class,NM N,nullable,NM,NM,NM,NM,0,2,0,5,NM,{'junit4.srcml.xml_identifiers'},1218,3289
Class,nullable Class,NM N,Class,N,N,N,N,1,2,2,5,N,{'junit4.srcml.xml_identifiers'},1218,3290
int,num Active Contexts,NM NM NPL,num,NM,N,N,N,0,3,0,5,NM,{'bullet3.srcml.xml_identifiers'},1219,3291
int,num Active Contexts,NM NM NPL,Active,NM,NM,NM,NM,1,3,1,5,NM,{'bullet3.srcml.xml_identifiers'},1219,3292
int,num Active Contexts,NM NM NPL,Contexts,N,N,NPL,NPL,2,3,2,5,NPL,{'bullet3.srcml.xml_identifiers'},1219,3293
Size,num Factors,NM NPL,num,NM,N,N,N,0,2,0,5,NM,{'QuantLib.srcml.xml_identifiers'},1220,3294
Size,num Factors,NM NPL,Factors,N,N,NPL,NPL,1,2,2,5,NPL,{'QuantLib.srcml.xml_identifiers'},1220,3295
int,num Files,NM NPL,num,NM,N,N,N,0,2,0,5,NM,{'openFrameworks.srcml.xml_identifiers'},1221,3296
int,num Files,NM NPL,Files,N,N,NPL,NPL,1,2,2,5,NPL,{'openFrameworks.srcml.xml_identifiers'},1221,3297
int,num Keys,NM NPL,num,NM,N,N,N,0,2,0,5,NM,{'corenlp.srcml.xml_identifiers'},1222,3298
int,num Keys,NM NPL,Keys,N,N,NPL,NPL,1,2,2,5,NPL,{'corenlp.srcml.xml_identifiers'},1222,3299
String,number Str,NM N,number,NM,N,N,N,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1223,3300
String,number Str,NM N,Str,N,N,N,N,1,2,2,5,N,{'jenkins.srcml.xml_identifiers'},1223,3301
grpcclosure,on connect,P N,on,NM,FAILURE,P,P,0,2,0,5,P,{'grpc.srcml.xml_identifiers'},1224,3302
grpcclosure,on connect,P N,connect,N,FAILURE,V,N,1,2,2,5,N,{'grpc.srcml.xml_identifiers'},1224,3303
DeclTable,operator Method Decls,NM NM NPL,operator,NM,N,N,N,0,3,0,5,NM,{'swift.srcml.xml_identifiers'},1225,3304
DeclTable,operator Method Decls,NM NM NPL,Method,NM,N,N,N,1,3,1,5,NM,{'swift.srcml.xml_identifiers'},1225,3305
DeclTable,operator Method Decls,NM NM NPL,Decls,N,N,NPL,NPL,2,3,2,5,NPL,{'swift.srcml.xml_identifiers'},1225,3306
List,ordered Invocations,NM NPL,ordered,NM,NM,VBN,VBN,0,2,0,5,NM,{'mockito.srcml.xml_identifiers'},1226,3307
List,ordered Invocations,NM NPL,Invocations,N,N,NPL,NPL,1,2,2,5,NPL,{'mockito.srcml.xml_identifiers'},1226,3308
Set,original Set,NM N,original,NM,NM,NM,NM,0,2,0,5,NM,{'elasticsearch.srcml.xml_identifiers'},1227,3309
Set,original Set,NM N,Set,N,N,N,N,1,2,2,5,N,{'elasticsearch.srcml.xml_identifiers'},1227,3310
char,out buf,NM N,out,NM,P,P,VM,0,2,0,5,NM,{'irrlicht.srcml.xml_identifiers'},1228,3311
char,out buf,NM N,buf,N,N,N,N,1,2,2,5,N,{'irrlicht.srcml.xml_identifiers'},1228,3312
char[],out table,NM N,out,NM,P,P,VM,0,2,0,5,NM,{'bullet3.srcml.xml_identifiers'},1229,3313
char[],out table,NM N,table,N,N,N,N,1,2,2,5,N,{'bullet3.srcml.xml_identifiers'},1229,3314
TestRule,outer Rule,NM N,outer,NM,NM,NM,NM,0,2,0,5,NM,{'junit4.srcml.xml_identifiers'},1230,3315
TestRule,outer Rule,NM N,Rule,N,N,N,N,1,2,2,5,N,{'junit4.srcml.xml_identifiers'},1230,3316
T,output array,NM N,output,NM,N,N,N,0,2,0,5,NM,{'grpc.srcml.xml_identifiers'},1231,3317
T,output array,NM N,array,N,N,N,N,1,2,2,5,N,{'grpc.srcml.xml_identifiers'},1231,3318
int,overlap,N,overlap,N,N,V,VM,0,1,0,5,N,{'Telegram.srcml.xml_identifiers'},1232,3319
short,own flags,NM NPL,own,NM,NM,NM,NM,0,2,0,5,NM,{'blender.srcml.xml_identifiers'},1233,3320
short,own flags,NM NPL,flags,N,N,NPL,NPL,1,2,2,5,NPL,{'blender.srcml.xml_identifiers'},1233,3321
unzglobalinfo,p global info 32,PRE NM N D,p,NM,N,N,N,0,4,0,5,PRE,{'bullet3.srcml.xml_identifiers'},1234,3322
unzglobalinfo,p global info 32,PRE NM N D,global,NM,NM,NM,NM,1,4,1,5,NM,{'bullet3.srcml.xml_identifiers'},1234,3323
unzglobalinfo,p global info 32,PRE NM N D,info,NM,N,N,N,2,4,1,5,N,{'bullet3.srcml.xml_identifiers'},1234,3324
unzglobalinfo,p global info 32,PRE NM N D,32,N,NM,D,D,3,4,2,5,D,{'bullet3.srcml.xml_identifiers'},1234,3325
long,packet Sample Count,NM NM N,packet,NM,N,N,N,0,3,0,5,NM,{'Telegram.srcml.xml_identifiers'},1235,3326
long,packet Sample Count,NM NM N,Sample,NM,N,N,N,1,3,1,5,NM,{'Telegram.srcml.xml_identifiers'},1235,3327
long,packet Sample Count,NM NM N,Count,N,N,N,N,2,3,2,5,N,{'Telegram.srcml.xml_identifiers'},1235,3328
sizet,palette size,NM N,palette,NM,N,N,N,0,2,0,5,NM,{'bullet3.srcml.xml_identifiers'},1236,3329
sizet,palette size,NM N,size,N,N,N,N,1,2,2,5,N,{'bullet3.srcml.xml_identifiers'},1236,3330
Assignments,parameter Assignment,NM N,parameter,NM,N,N,N,0,2,0,5,NM,{'junit4.srcml.xml_identifiers'},1237,3331
Assignments,parameter Assignment,NM N,Assignment,N,N,N,N,1,2,2,5,N,{'junit4.srcml.xml_identifiers'},1237,3332
vector,parent field,NM N,parent,NM,N,N,N,0,2,0,5,NM,{'opencv.srcml.xml_identifiers'},1238,3333
vector,parent field,NM N,field,N,N,N,N,1,2,2,5,N,{'opencv.srcml.xml_identifiers'},1238,3334
boolean,parent Had Big Change,N V NM N,parent,NM,V,N,N,0,4,0,5,N,{'elasticsearch.srcml.xml_identifiers'},1239,3335
boolean,parent Had Big Change,N V NM N,Had,NM,N,VBD,VBD,1,4,1,5,V,{'elasticsearch.srcml.xml_identifiers'},1239,3336
boolean,parent Had Big Change,N V NM N,Big,NM,NM,NM,NM,2,4,1,5,NM,{'elasticsearch.srcml.xml_identifiers'},1239,3337
boolean,parent Had Big Change,N V NM N,Change,N,N,N,N,3,4,2,5,N,{'elasticsearch.srcml.xml_identifiers'},1239,3338
bool,parsing,V,parsing,N,N,VBG,N,0,1,0,5,V,{'calligra.srcml.xml_identifiers'},1240,3339
MachineInstContainer,Pass Machine Instructions,NM NM NPL,Pass,NM,NM,V,V,0,3,0,5,NM,{'ogre.srcml.xml_identifiers'},1241,3340
MachineInstContainer,Pass Machine Instructions,NM NM NPL,Machine,NM,N,N,N,1,3,1,5,NM,{'ogre.srcml.xml_identifiers'},1241,3341
MachineInstContainer,Pass Machine Instructions,NM NM NPL,Instructions,N,N,NPL,NPL,2,3,2,5,NPL,{'ogre.srcml.xml_identifiers'},1241,3342
char,pem key,NM N,pem,NM,N,N,N,0,2,0,5,NM,{'grpc.srcml.xml_identifiers'},1242,3343
char,pem key,NM N,key,N,N,N,N,1,2,2,5,N,{'grpc.srcml.xml_identifiers'},1242,3344
bool,pen Loaded,N V,pen,NM,N,N,N,0,2,0,5,N,{'calligra.srcml.xml_identifiers'},1243,3345
bool,pen Loaded,N V,Loaded,N,V,VBD,VBD,1,2,2,5,V,{'calligra.srcml.xml_identifiers'},1243,3346
int,pi Hash,PRE N,pi,NM,N,N,N,0,2,0,5,PRE,{'Telegram.srcml.xml_identifiers'},1244,3347
int,pi Hash,PRE N,Hash,N,N,N,N,1,2,2,5,N,{'Telegram.srcml.xml_identifiers'},1244,3348
int,point index,NM N,point,NM,N,N,N,0,2,0,5,NM,{'blender.srcml.xml_identifiers'},1245,3349
int,point index,NM N,index,N,N,N,N,1,2,2,5,N,{'blender.srcml.xml_identifiers'},1245,3350
String,polling Log,NM N,polling,NM,N,N,N,0,2,0,5,NM,{'jenkins.srcml.xml_identifiers'},1246,3351
String,polling Log,NM N,Log,N,N,N,N,1,2,2,5,N,{'jenkins.srcml.xml_identifiers'},1246,3352
Map,pre Map,P N,pre,NM,N,NM,N,0,2,0,5,P,{'corenlp.srcml.xml_identifiers'},1247,3353
Map,pre Map,P N,Map,N,N,N,N,1,2,2,5,N,{'corenlp.srcml.xml_identifiers'},1247,3354
QModelIndex,previous Index,NM N,previous,NM,NM,NM,NM,0,2,0,5,NM,{'calligra.srcml.xml_identifiers'},1248,3355
QModelIndex,previous Index,NM N,Index,N,N,N,N,1,2,2,5,N,{'calligra.srcml.xml_identifiers'},1248,3356
Real,previous Initial Value,NM NM N,previous,NM,NM,NM,NM,0,3,0,5,NM,{'QuantLib.srcml.xml_identifiers'},1249,3357
Real,previous Initial Value,NM NM N,Initial,NM,NM,NM,NM,1,3,1,5,NM,{'QuantLib.srcml.xml_identifiers'},1249,3358
Real,previous Initial Value,NM NM N,Value,N,N,N,N,2,3,2,5,N,{'QuantLib.srcml.xml_identifiers'},1249,3359
bool,previous Is Valid,N V NM,previous,NM,V,NM,NM,0,3,0,5,N,{'calligra.srcml.xml_identifiers'},1250,3360
